Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
57397,950.739,392.1081579,187.2577266,2.093949152,0.878595597,"58,221",270.3333685,0.723321403,0.985847031,0.79795.1396,0.689435716,0.00683151,0.000952076,0.475321606,0.995299274,HOROZ
57410,988.594,393.4835088,188.5714667,2.086654549,0.877686075,"58,699",270.3639811,0.614043532,0.9.78040512,0.738178633,0.687103716,0.006853919,0.000942341,0.472111517,0.985133643,HOROZ
57419,942.998,371.3359336,198.0167964,1.875274929,0.845954462,58234,270.3851723,0.770714487,0.986004739,0.811416707,0.728141685,0.006467126,0.001121385,0.530190313,0.994252602,HOROZ
57428,950.056,387.7882355,191.0338698,2.02994493,0.870242148,"58,271",270.4063619,0.661917935,0.98.5533113,0.7995307.03,0.697304191,0.006752599,0.000984781,0.486233135,0.987026487,HOROZ
57431,944.296,387.1411454,189.7041385,2.040762782,0.871715206,"58,090",270.4134248,0.720607794,0.988655535,0..809356655,0.698487949,0.006740979,0.000989779,0.487885415,0.995658398,horoz
57440,964.157,393.173053,187.7485852,2.094146556,0.878620065,58090,270.4346122,0.630280686,0.988810467,0.776477325,0.687825908,0.006844935,0.000945068,0.47310448,0.990750116,horoz
57463,1011.659,398.0521724,185.0249196,2.151343577,0.885402155,"58,558",270.4887502,0.591621366,0.98.1300591,0.705553354,0.679530898,0.006927104,0.000911105,0.461762241,0.993409232,HOROZ
57469,944.771,366.9991984,201.680586,1.819705137,0.835467682,58482,270.5028713,0.651842022,0.982678.431,0.80907.8007,0.737066654,0.006386038,0.001162621,0.543267253,0.988586211,HOROZ
57493,959.576,389.4781481,189.2132276,2.058408669,0.874063228,58469,270.5593487,0.628613602,0..983307394,0.784632116,0.694671447,0.006774358,0.000973118,0.482568419,0.993323017,HOROZ
57500,921.621,365.1282657,203.3337489,1.795709112,0.830590903,"58,492",270.575819,0.739150555,0.9.83040416,0.8506932.46,0.741043202,0.006350057,0.001181222,0.549145027,0.986104728,HOROZ
57504,954.593,374.6475276,203.1995126,1.843742255,0.840136409,"59,943",270.5852302,0.737457679,0.95931.1346,0.792996789,0.722239466,0.006515156,0.001093527,0.521629846,0.961750988,HOROZ
57512,936.819,381.2903979,193.0702349,1.974879235,0.86232214,58119,270.6040515,0.81161711,0.98955.5911,0.8234873.92,0.709705917,0.006629754,0.001037507,0.503682489,0.994712088,horoz
57517,965.524,401.4812502,183.1005131,2.192682278,0.889947787,58308,270.6158142,0.625157602,0.986434109,0.775318.136,0.674043468,0.006980219,0.000888793,0.454334597,0.996211419,HOROZ
57526,943.161,386.9423295,190.4425107,2.031806492,0.870497491,"58,190",270.6369857,0.63237622,0.988589105,0.812647816,0.699424604,0.00672639,0.000992946,0.489194777,0.993949124,HOROZ
57531,960.364,406.3091754,180.6903526,2.24864897,0.895673883,58025,270.648747,0.79423215,0.9.91486428,0..78386278,0.666115272,0.007062439,0.000857693,0.443709556,0.997747036,HOROZ
57534,939.89,386.9711609,189.7638747,2.039224597,0.871507332,58032,270.6558035,0.722226407,0.991418528,0.81842.7804,0.699421122,0.006725956,0.000992862,0.489189906,0.997568088,horoz
57544,939.415,384.5652799,191.618322,2.006933762,0.867020454,"58,131",270.6793239,0.631075627,0..989902118,0.819398058,0.703857935,0.006682978,0.001011789,0.495415993,0.994267082,HOROZ
57550,948.049,391.1272323,189.2519295,2.066701425,0.875143852,"58,300",270.6934351,0.793049278,0.987135506,0.804625187,0.692085369,0.006796303,0.000961814,0.478982159,0.98991311,HOROZ
57551,961.761,412.166493,178.6925799,2.306567476,0.901132084,"58,028",270.6957869,0.773264719,0.99177983,0.781858954,0.656763205,0.007161761,0.00082193,0.431337907,0.994909988,HOROZ
57576,952.747,387.9817359,190.7784606,2.033676835,0.870753257,58615,270.7545753,0.613496148,0.98227.4162,0.79706946.8,0.69785392,0.006738602,0.000985843,0.487000094,0.990400809,HOROZ
57582,944.376,393.3217704,187.3394792,2.099513526,0.879282398,58126,270.7686826,0.673473684,0.990641021,0.8.11347171,0.688415193,0.006830638,0.00094633,0.473915478,0.994991957,horoz
57585,955.589,384.1119226,192.6375372,1.993961967,0.865149483,58253,270.775736,0.825591398,0.988532779,0.79245.9273,0.70493968,0.006670347,0.001016099,0.496939953,0.990879366,HOROZ
57592,989.579,398.5317572,185.4830007,2.148616077,0.885092129,58413,270.7921931,0.769206112,0.98594491,0.7390.45341,0.679474567,0.006919915,0.000909857,0.461685687,0.99198529,horoz
57597,943.978,387.3908323,191.2330044,2.025753,0.869664302,"58,442",270.8039476,0.676211609,0.985541.22,0.812243008,0.699045835,0.006725886,0.000990722,0.488665079,0.989914749,HOROZ
57615,943.606,381.4261919,193.5550764,1.970633884,0.861680656,"58,281",270.8462597,0.64382934,0.9.88572605,0.813137599,0.710088257,0.006620258,0.001038255,0.504225332,0.993643525,HOROZ
57615,954.153,387.9443721,191.1817237,2.029191727,0.870138613,58614,270.8462597,0.714755359,0.982956.29,0.79526046,0.698157466,0.006733392,0.000986796,0.487423847,0.989076438,HOROZ
57618,957.302,389.6199391,189.4927963,2.056120057,0.873762459,58319,270.853311,0.772659613,0.987979904,0.7900782.58,0.695173126,0.006762122,0.00097417,0.483265675,0.993652247,horoz
57656,977.824,386.020136,194.6257959,1.98339657,0.863595319,"59,208",270.9426124,0.717355331,0..973787326,0.7577.62289,0.701887252,0.006695229,0.001002339,0.492645714,0.977111819,HOROZ
57659,955.434,387.7576067,196.6257824,1.972058812,0.861896481,60188,270.9496612,0.620790267,0.9.57981657,0.7937351,0.698760402,0.006725014,0.000988977,0.4882661,0.962889464,HOROZ
57693,950.577,390.5011817,188.9061169,2.067170656,0.875204569,"58,352",271.0295354,0.671379696,0.988706471,0.80.2339886,0.694055609,0.006768606,0.000968849,0.481713188,0.995783367,HOROZ
57737,942.475,382.1272226,194.3005874,1.966680738,0.861079151,"58,667",271.132867,0.779229368,0.984147817,0.8168.16309,0.709535597,0.006618411,0.001034738,0.503440763,0.990107252,horoz
57750,946.798,371.4131134,202.9558377,1.830019366,0.837496751,59152,271.1633893,0.652985075,0.97629835,0.809556546,0.730085663,0.006431396,0.001127146,0.533025076,0.975446212,HOROZ
57765,963.255,397.5883825,186.155782,2.135783151,0.883615989,"58,504",271.1986031,0.63478022,0.9.87368385,0.782333807,0.682108972,0.00688286,0.000919102,0.46527265,0.993721487,HOROZ
57775,958.851,388.4139479,190.1314778,2.042870294,0.871999178,58521,271.2220763,0.626491,0.987252.439,0.78967350.5,0.698280991,0.006722872,0.000985951,0.487596342,0.996096083,horoz
57778,937.572,380.0172916,195.4643071,1.944177416,0.857576553,"58,478",271.2291179,0.625221833,0.988029686,0.825967788,0.713728359,0.006577197,0.001052816,0.50940817,0.990379861,HOROZU
57781,958.226,381.7761337,194.1116939,1.966785854,0.861095198,"58,475",271.2361593,0.659781219,0.98813168,0.790786081,0.710458657,0.006607295,0.001038386,0.504751504,0.992738117,HOROZV
57783,970.455,380.6719666,201.9025479,1.885424283,0.847757146,61035,271.2408535,0.643133807,0.946719096,0.771008465,0.712531726,0.006587958,0.001047484,0.507701461,0.957232663,HOROZ
57800,932.687,383.9089642,192.1965726,1.997480803,0.865661024,"58,260",271.2807507,0.71458596,0.99210436,0..834960356,0.70662781,0.006642024,0.001021511,0.499322862,0.997387832,HOROZ
57812,1003.281,403.8888811,183.3383752,2.202969676,0.891035966,"58,805",271.3089098,0.603717627,0.983113681,0.72.174317,0.671741468,0.006986246,0.00087747,0.4512366,0.994060546,HOROZ
57817,952.871,393.3447524,187.8909932,2.093473166,0.878536568,"58,459",271.320642,0.811751492,0.989017944,0.8.00197514,0.689778217,0.006803272,0.000950026,0.475793989,0.996061948,HOROZ
57822,960.638,398.2196633,185.7767932,2.143538257,0.884511503,"58,383",271.3323736,0.728833428,0.990391038,0.7873.78314,0.681363575,0.006886992,0.000915641,0.464256322,0.995151187,HOROZ
57827,966.867,407.4887401,181.3014246,2.247576052,0.895568447,"58,458",271.3441047,0.58995103,0.9892.05926,0.777332903,0.665893503,0.007046686,0.000854641,0.443414158,0.996607042,HOROZ
57849,938.662,364.3486399,203.18628,1.793175405,0.830062799,58595,271.3957156,0.782589286,0.98726.8538,0.8250.63257,0.744879178,0.00629827,0.001196036,0.55484499,0.994934391,HOROZ
57858,944.532,375.1956466,200.4016946,1.872217934,0.845404976,"59,285",271.4168263,0.646140445,0.97.592983,0.814966823,0.723400788,0.006484767,0.001095444,0.5233087,0.979747932,HOROZ
57860,952.872,393.8581405,187.4842472,2.100753245,0.879434599,"58,360",271.4215173,0.791172127,0.99143248.8,0.800790961,0.689135223,0.006807088,0.00094702,0.474907355,0.997663167,HOROZQ
57869,945.702,393.6746194,187.7028924,2.097328466,0.879013415,58433,271.442626,0.791100478,0.99034792,0.813106114,0.6895101,0.006802859,0.000948492,0.475424177,0.997120661,HOROZ
57878,950.746,389.1077987,190.525884,2.04228313,0.871920159,"58,675",271.4637331,0.791255964,0.986416702,0.804626563,0.697656881,0.006722896,0.000982435,0.486725123,0.994030508,HOROZ
57879,968.553,401.3411996,184.1264681,2.179704003,0.888550983,"58,504",271.4660782,0.710642634,0.989316.97,0.77532556,0.676397236,0.006934142,0.000895323,0.457513221,0.9972434,HOROZ
57883,970.771,412.5618036,179.3304674,2.300567269,0.900587195,"58,410",271.4754585,0.669477215,0.990977572,0.771840046,0.658023734,0.007127512,0.000824297,0.432995235,0.996134664,horoz
57886,985.808,389.5884164,189.9385938,2.051128254,0.873102576,58882,271.4824935,0.777097597,0.983084814,0.748511932,0.696844367,0.00673027,0.000978939,0.485592072,0.996011619,horoz
57886,985.808,389.5884164,189.9385938,2.051128254,0.873102576,"58,882",271.4824935,0.777097597,0..983084814,0.748511932,0.696844367,0.00673027,0.000978939,0.485592072,0.996011619,horoz
57904,966.171,400.3776874,185.5948051,2.157267749,0.886071118,58937,271.5246998,0.757747069,0.982.47281,0.779489796,0.678171408,0.006914508,0.000902192,0.459916458,0.992162942,HOROZW
57905,945.761,391.2839742,189.3929518,2.065990157,0.875051729,58672,271.5270444,0.7257357,0.986927325,0.813510434,0.693938577,0.006757343,0.000966585,0.481550749,0.994879108,HOROZ
57948,969.322,396.5740546,186.8907844,2.121956178,0.881992593,"58,675",271.6278431,0.691066509,0..987609715,0.77501869,0.684935991,0.006843619,0.000929107,0.469137312,0.995488817,HOROZF
57948,970.925,394.0233294,188.9565751,2.085258633,0.87751083,"58,901",271.6278431,0.603398725,0.983.820309,0.772461687,0.68936995,0.006799602,0.000947268,0.475230929,0.990979397,HOROZ
57949,964.495,380.8861999,195.1766231,1.951494979,0.858730398,"58,796",271.6301868,0.65111236,0..985594258,0.7828.0907,0.713153133,0.006572783,0.001048722,0.508587391,0.99250574,HOROZL
58051,949.199,385.0625692,192.3678812,2.001698864,0.866270267,58679,271.8691391,0.787559354,0.98929770.4,0.809664.365,0.706038864,0.006633177,0.001016754,0.498490878,0.997828624,horoz
58057,961.547,397.9690332,186.6241596,2.132462561,0.883229276,58720,271.8831886,0.802402079,0.988709128,0.789084332,0.683176745,0.006854798,0.0009211,0.466730465,0.995285242,HOROZ
58072,965.068,401.4215223,185.4722379,2.164321339,0.886859816,"58,805",271.9183091,0.815766924,0.987535.074,0.7835393.58,0.677388466,0.00691248,0.000897769,0.458855134,0.993109957,HOROZF
58098,975.927,402.0462454,186.6472917,2.15404275,0.885707695,59294,271.979174,0.621422154,0.97982932.5,0.76.6542748,0.676487287,0.006920139,0.000893991,0.45763505,0.985765462,HOROZ
58121,933.902,376.1395319,198.0311247,1.899396029,0.850185565,58785,272.0330046,0.770018548,0..988704602,0.837414219,0.723223648,0.006471663,0.00109216,0.523052446,0.993483738,HOROZ
58122,969.626,410.2060641,182.0440545,2.253334037,0.896132377,"58,645",272.0353448,0.806824176,0.99.1081934,0.776858.478,0.663167536,0.007057673,0.000842043,0.439791181,0.990996437,HOROZU
58138,947.842,385.5418098,192.5845861,2.001934929,0.866304237,58857,272.0727856,0.807393726,0.987.783951,0.8.1320128,0.705689444,0.006631494,0.001014485,0.497997592,0.996958774,HOROZ
58167,968.803,395.9403402,189.7185607,2.086987898,0.877727867,59322,272.1406339,0.652520697,0.98.0529989,0.778781416,0.687327373,0.006806958,0.000937103,0.472418918,0.985932563,HOROZ
58169,955.238,384.1855051,194.0142922,1.980191772,0.863118411,58784,272.1453124,0.694970131,0..98953797,0.801084411,0.708369548,0.006604643,0.001025814,0.501787416,0.993635312,HOROZ
58170,971.247,401.0663216,185.4691827,2.162441846,0.886650483,58930,272.1476517,0.612961012,0.987103343,0..774906934,0.678560221,0.006894728,0.000901676,0.460443973,0.995683315,HOROZ
58176,950.621,385.1351952,192.948218,1.996054689,0.865454069,"58,970",272.1616868,0.793323515,0.986535527,0.8089.82102,0.706665322,0.006620173,0.001018367,0.499375877,0.996781562,horoz
58176,949.025,380.1034973,196.0077084,1.939227291,0.8567877,"58,940",272.1616868,0.818918919,0.9870376.65,0.8.11705362,0.716019949,0.006533682,0.001059347,0.512684568,0.994211905,HOROZ
58182,961.668,404.2347502,183.9882348,2.197068474,0.890413782,58693,272.1757212,0.670709074,0.9912.93681,0.79058429,0.673311043,0.006947763,0.000880821,0.45334776,0.996036072,HOROZ
58188,967.634,390.0822027,192.3134372,2.028366859,0.870025081,"58,986",272.1897548,0.610859158,0..986471366,0.780946089,0.697775374,0.006703826,0.000980314,0.486890472,0.987592498,HOROZ
58200,975.344,401.6261513,185.3796552,2.166506086,0.887102401,"58,900",272.21782,0.574417687,0.98811545,0.768806799,0.677789081,0.006900793,0.000898374,0.459398038,0.995288646,HOROZM
58222,945.639,378.0463661,196.9372169,1.919628865,0.85359694,58954,272.2692652,0.685577693,0.98758354,0.81817505.4,0.72020072,0.006493188,0.001077586,0.518689078,0.995690525,HOROZ
58225,950.191,390.115627,190.8250632,2.044362624,0.872199671,58981,272.2762797,0.786824324,0.987182313,0.81039.6462,0.697937383,0.00670014,0.000980685,0.48711659,0.995842951,HOROZX
58229,960.382,388.0310517,193.0616037,2.00988205,0.867440097,"59,095",272.2856321,0.613246693,0.98534563,0.79334.3326,0.701710935,0.00666388,0.000996644,0.492398236,0.989662376,HOROZ
58233,967.138,404.4339013,183.9239923,2.198918675,0.890609441,58693,272.2949842,0.59683916,0..992162609,0.78235.1885,0.67327438,0.006945098,0.000880291,0.453298391,0.996766297,HOROZ
58238,971.303,397.2026539,186.9455097,2.124697483,0.882317203,"58,977",272.3066738,0.604755971,0.9874.69692,0.77.5723335,0.685561063,0.006820335,0.00092933,0.469993972,0.998595009,HOROZ
58239,951.842,365.2107062,204.6321042,1.78471852,0.82828133,"58,994",272.3090117,0.659170138,0.987202088,0.8077.81765,0.745621656,0.006270896,0.001195593,0.555951655,0.992217214,HOROZ
58239,946.545,391.5948199,190.5049957,2.055561948,0.873688944,"58,969",272.3090117,0.792087153,0.987620614,0..816847985,0.695384611,0.006723928,0.000969847,0.483559758,0.993987038,HOROZ
58246,962.065,396.3306831,188.8930125,2.098175459,0.87911779,58802,272.3253762,0.628572045,0.99054.4539,0.790800872,0.687116561,0.006804427,0.000935606,0.472129169,0.990609836,HOROZO
58248,958.961,384.6793719,193.4503333,1.988517494,0.864352047,"58,831",272.3300516,0.679276968,0.99009025.9,0.79595.5873,0.707940356,0.006604164,0.001023256,0.501179548,0.996604298,HOROZM
58264,932.668,375.4721716,200.2669499,1.874858392,0.84587977,"59,221",272.3674519,0.772834593,0.983.840192,0.841697444,0.725399836,0.006444325,0.001100695,0.526204923,0.986559715,horoz
58274,983.251,399.9385568,188.4421428,2.122341377,0.882038289,59545,272.3908244,0.613778794,0.9.78654799,0.7.57453366,0.681081681,0.00686307,0.000910951,0.463872256,0.984495282,HOROZ
58290,963.96,387.7255981,191.9330088,2.020108999,0.868879988,58915,272.4282163,0.618238513,0.989.391496,0.788289775,0.702631494,0.006651666,0.001000048,0.493691017,0.997309665,horoz
58303,960.402,393.6627055,189.5666152,2.076645748,0.876420938,58857,272.4585935,0.650253173,0.990587356,0.79.4318458,0.692111774,0.006752015,0.000955692,0.479018708,0.994752163,HOROZ
58351,953.003,389.028669,192.1662019,2.024438559,0.869482291,"58,957",272.570726,0.778698588,0.989721322,0.807364467,0.700644317,0.006667044,0.000991068,0.490902459,0.993801866,HOROZ
58380,960.731,395.4961971,188.9707621,2.092896238,0.87846496,"58,898",272.6384504,0.598327389,0..991205134,0.794822854,0.689357957,0.006774515,0.000943707,0.475214393,0.994574415,HOROZ
58386,953.693,400.1437694,186.4777129,2.145799426,0.884770614,"58,829",272.6524602,0.704804442,0.9924697,0.8.06680199,0.681386244,0.00685342,0.000911298,0.464287214,0.996267237,HOROZ
58395,979.459,396.0631649,188.3779894,2.10249173,0.879647536,"59,139",272.6734736,0.78183157,0.98.7419469,0.764914.695,0.688459563,0.006782484,0.000939901,0.473976571,0.99653182,HOROZ
58410,983.302,420.3521618,177.8126939,2.364016609,0.90612554,"59,008",272.7084924,0.566669254,0.989.865781,0.759142359,0.64876196,0.007196579,0.000786407,0.420892081,0.994995869,HOROZV
58419,982.432,400.343978,187.2581239,2.13792582,0.883864477,"59,282",272.7295015,0.661147578,0..985442461,0.760604661,0.681237926,0.006852976,0.000910446,0.464085112,0.992179544,HOROZ
58428,968.674,399.078284,187.5970456,2.127316466,0.882626046,59103,272.7505089,0.815919564,0.9885.7926,0.782484239,0.683451142,0.006830257,0.000919278,0.467105463,0.993681144,horoz
58434,980.706,396.4179073,190.0740814,2.08559686,0.877553327,59309,272.764513,0.606665282,0.9852467.59,0.763480.265,0.688073137,0.006784028,0.000938006,0.473444642,0.987414658,HOROZ
58454,964.813,392.4302192,196.258182,1.999561064,0.865962026,60280,272.8111881,0.7875032,0.969708029,0.7.89110471,0.695183945,0.006713488,0.000967224,0.483280718,0.966349307,HOROZ
58484,956.166,381.8160612,196.8159092,1.939965437,0.85690576,"59,456",272.8811857,0.6583293,0.983651776,0..803859853,0.714692789,0.006528556,0.00105069,0.510785783,0.990906765,HOROZN
58485,941.636,371.2529325,204.8053924,1.812710731,0.834069089,"59,902",272.8835187,0.693221283,0.976344696,0.828873492,0.735033975,0.006347832,0.00114297,0.540274944,0.979362189,horoz
58485,952.905,394.7246417,189.7468319,2.080269998,0.876881373,59290,272.8835187,0.810131316,0.98642.2668,0.809384991,0.691326281,0.00674916,0.000950959,0.477932027,0.994227657,horoz
58490,945.13,383.2262065,195.2039971,1.963208808,0.860547519,59119,272.8951831,0.795619942,0..989360442,0.822826724,0.712099482,0.006551995,0.00103924,0.507085672,0.995515058,HOROZ
58500,935.208,380.0832217,196.9932454,1.929422609,0.855205072,"58,982",272.9185105,0.77295069,0.991828015,0.840522423,0.718049351,0.006497149,0.001065417,0.51559487,0.994800399,horoz
58515,948.901,380.5550537,197.1139591,1.930634723,0.855402192,"59,253",272.9534978,0.780366478,0.987544934,0.81.6648681,0.717251013,0.006503547,0.001061732,0.514449016,0.993213133,HOROZ
58526,977.222,410.3717132,182.7068475,2.246066411,0.895419817,"59,193",272.9791523,0.654755778,0.988731776,0..770144531,0.665199729,0.007011785,0.00084687,0.442490679,0.993863452,HOROZN
58533,953.599,376.4633587,200.4914571,1.877702741,0.846388692,"59,381",272.9954767,0.796064084,0.985719338,0.808870.643,0.72515816,0.006431643,0.001097066,0.525854358,0.987398169,HOROZ
58542,943.418,386.2558352,194.5732215,1.985143856,0.863854252,"59,114",273.0164637,0.819640457,0.99.0323781,0..826549948,0.706828063,0.006597927,0.00101588,0.49960591,0.991789603,HOROZ
58554,977.608,406.44027,185.8345092,2.18710869,0.889351236,59387,273.0444438,0.799262899,0.9.85973361,0.769904643,0.67179476,0.00694129,0.0008721,0.4513082,0.987060087,HOROZ
58559,968.672,397.9043559,188.7356405,2.108262937,0.880350278,59366,273.0561014,0.652235415,0.986406361,0.784241866,0.686235517,0.006794931,0.000929518,0.470919185,0.992821464,HOROZ
58566,967.382,397.3698488,188.4372785,2.108764528,0.880411057,59305,273.0724211,0.68195156,0.987538993,0.78.6428824,0.68719965,0.006784992,0.000933385,0.472243359,0.995850045,HOROZ
58573,960.965,366.4514901,208.1533588,1.760487999,0.823011768,59606,273.0887399,0.669673584,0.982.66953,0.7970621.6,0.745224804,0.006256321,0.001190277,0.555360009,0.97770463,horoz
58575,943.964,358.9890888,208.9246367,1.718270734,0.813202766,"59,240",273.0934022,0.737432489,0.988774477,0.826059438,0.760728977,0.006128708,0.001266102,0.578708576,0.99437801,HOROZK
