Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
32044,652.651,216.1471468,188.9705403,1.143813985,0.48544352,32395,201.9893264,0.778069153,0.989164995,0.945354229,0.934499156,0.006745324,0.003173206,0.873288673,0.998879798,SEKERM
32057,642.082,215.9182853,189.3033869,1.140593884,0.48097147,"32,301",202.030295,0.779804909,0.99244.6054,0.97712.8658,0.935679416,0.006735449,0.003184598,0.875495969,0.998585347,seker
32066,669.313,236.436655,173.2308993,1.364864213,0.680580172,"32,481",202.058653,0.780878628,0.9.872233,0.899489569,0.854599524,0.007373438,0.002426053,0.730340347,0.996815403,seker
32109,663.582,224.4723523,182.3644962,1.230899418,0.583080944,"32,567",202.1940863,0.767625332,0.985.936684,0.9163206,0.90075274,0.006990948,0.002838822,0.811355498,0.998697011,SEKER
32114,648.566,222.6575074,183.8290361,1.211220556,0.564236127,32393,202.2098285,0.760670804,0.991387028,0.959391.6,0.908165329,0.006933347,0.002909259,0.824764265,0.998971432,SEKER
32167,654.893,217.960517,188.2047159,1.158103377,0.504381753,"32,521",202.3766203,0.76059302,0..989114726,0.9424964.57,0.928501286,0.006775904,0.003106541,0.862114638,0.998417873,SEKER
32213,658.216,221.4811143,185.2954324,1.195286422,0.547784367,32585,202.5212716,0.762907351,0.988583704,0.934338332,0.914395217,0.00687552,0.002964975,0.836118613,0.999401225,SEKER
32218,653.595,222.7560714,184.4046839,1.207974042,0.560975566,"32,566",202.5369884,0.754431565,0.98931.4008,0.947743902,0.90923218,0.006914025,0.002914808,0.826703157,0.998635954,SEKERK
32233,665.493,221.2336837,185.5923729,1.192040817,0.54428951,32710,202.5841313,0.775204425,0.985417304,0.91458402,0.915702021,0.006863577,0.002976782,0.838510191,0.999538373,seker
32251,644.051,220.9809628,186.0277835,1.187892253,0.539747143,32514,202.6406883,0.764060649,0.991911177,0.9.77040422,0.917005183,0.00685191,0.002988674,0.840898506,0.998896821,SEKER
32258,654.808,220.8040301,186.2777558,1.185348348,0.536918908,32612,202.6626784,0.775805676,0.9891451,0.945408164,0.917839581,0.006844939,0.002996515,0.842429496,0.998572412,SEKER
32262,652.419,222.6986563,184.5129929,1.206953791,0.559941518,"32,563",202.6752432,0.781313572,0.9.9075638,0.95246.2642,0.910087409,0.006902816,0.002921047,0.828259093,0.999670452,SEKER
32279,646.556,218.1816038,188.5531418,1.15713587,0.503143726,"32,623",202.7286345,0.790183599,0.989455292,0.9703259.44,0.929173821,0.006759243,0.00310789,0.86336399,0.999029442,SEKER
32323,649.59,217.3714574,189.591319,1.146526426,0.489149967,"32,615",202.8667587,0.784843629,0.991047064,0.962593368,0.933272294,0.006724978,0.003147053,0.870997175,0.998621278,SEKER
32338,653.602,221.4113413,186.136273,1.189512059,0.541530905,32672,202.9138251,0.782490866,0..989777179,0.951253518,0.916456329,0.006846785,0.002979295,0.839892203,0.999061903,SEKERL
32355,657.166,221.279621,186.3604099,1.18737462,0.539174328,32720,202.9671537,0.783793605,0.98.8844743,0.941.458316,0.917242866,0.006839117,0.002986188,0.841334475,0.998979202,SEKER
32368,675.385,221.6580649,186.1762293,1.190581987,0.542701939,"32,806",203.0079249,0.759099437,0.986648784,0.89.1708502,0.915860765,0.006848062,0.002972113,0.838800941,0.998661291,SEKER
32376,643.009,219.1300137,188.3004274,1.163725525,0.511456521,32608,203.0330109,0.784302326,0.99288518.2,0.984008.731,0.926541314,0.006768286,0.00307693,0.858478807,0.9990337,SEKER
32433,653.76,219.8366971,188.0092368,1.169286684,0.518261408,32775,203.2116585,0.769320176,0.9.89565217,0.95.3586944,0.924375508,0.00677818,0.003052717,0.854470079,0.999120486,SEKERT
32465,653.85,225.2024494,183.6920946,1.225977906,0.578509868,32767,203.3118831,0.765034405,0..99078341,0.954265043,0.902796056,0.006936777,0.002842471,0.815040719,0.999221913,SEKER
32514,649.012,221.4454899,187.1344232,1.183349841,0.534673644,"32,843",203.4652564,0.7849831,0.989982645,0.9700068.74,0.918805149,0.006810774,0.002994125,0.844202902,0.99898737,SEKER
32518,651.651,221.2627854,187.2561106,1.181605154,0.532696427,"32,811",203.4777716,0.758915235,0.991070068,0.962284651,0.919620402,0.006804317,0.003001917,0.845701683,0.999285467,SEKERI
32518,655.131,220.8211992,187.6655865,1.176673909,0.527019605,"32,842",203.4777716,0.794032183,0.990134584,0.952088655,0.921459408,0.006790737,0.003019962,0.849087441,0.999099038,SEKER
32525,663.914,225.0778556,184.2147342,1.221823306,0.574579254,33000,203.4996712,0.769057978,0.985606061,0.927264249,0.904130132,0.006920149,0.002852456,0.817451295,0.998781044,SEKER
32578,657.571,227.037574,182.8423057,1.241712486,0.592813998,32901,203.6654067,0.781922043,0.990182669,0..946779791,0.89705595,0.006969046,0.002783756,0.804709378,0.999217682,seker
32581,649.583,224.4241779,184.9234713,1.213605695,0.566603091,"32,851",203.6747839,0.772061611,0..991781072,0.9702.97635,0.907543857,0.006888192,0.002882408,0.823635852,0.99956916,seker
32615,664.789,218.1467463,191.002277,1.142115946,0.483095172,33016,203.7810289,0.808562858,0.987854374,0.927383997,0.934146543,0.00668854,0.003141747,0.872629764,0.996644368,SEKER
32622,657.009,235.2708698,177.1581895,1.328027061,0.658024288,32902,203.802896,0.779311992,0.991489879,0.9496.81133,0.866247896,0.007212031,0.002504991,0.750385418,0.996532141,seker
32698,653.049,225.0141906,185.1437243,1.215348733,0.568317852,"32,994",204.0401594,0.767684831,0.991028672,0.963472928,0.906787962,0.006881589,0.002870063,0.822264408,0.999338006,SEKER
32705,654.454,223.8758675,186.1499298,1.20266426,0.555543833,"33,021",204.0619987,0.779469946,0.990430332,0.959545923,0.911496183,0.00684531,0.00291469,0.830825292,0.999203884,SEKER
32713,660.043,215.4163208,193.4864621,1.113340533,0.43959156,33020,204.0869551,0.799516082,0.990702604,0.943595321,0.947407115,0.006585037,0.003272537,0.897580242,0.999312465,SEKERV
32729,656.679,214.2657207,194.793825,1.099961565,0.416528466,33066,204.1368587,0.769153036,0..989808262,0..953753937,0.952727566,0.006546663,0.003327167,0.907689816,0.998423911,SEKER
32774,660.614,222.8700513,187.4792477,1.188771846,0.540717403,33120,204.2771471,0.790153816,0.98955314,0.943721321,0.916575134,0.006800209,0.002960563,0.840109976,0.998699087,seker
32775,649.807,220.0250995,189.8094038,1.159189666,0.505764488,33062,204.2802636,0.772630835,0..991319339,0.97540234.1,0.928440728,0.006713199,0.00307699,0.862002186,0.999224026,SEKERM
32795,651.03,225.2102521,185.6002312,1.213415795,0.566415511,33091,204.3425821,0.775992617,0.9910549.7,0.972334053,0.907341385,0.006867213,0.002871066,0.82326839,0.998966867,SEKER
32796,654.824,223.1453687,187.4192621,1.190621317,0.542744878,"33,111",204.3456976,0.800820453,0.99.0486545,0.961128742,0.915751462,0.006804042,0.002951598,0.83860074,0.998455917,seker
32799,653.729,219.9055494,190.1123396,1.156713709,0.502601593,"33,087",204.3550436,0.746177996,0.991.295675,0.96443.9446,0.929285523,0.006704642,0.003084267,0.863571584,0.998905089,SEKER
32829,658.101,221.5995,189.0026275,1.172467827,0.522071263,33154,204.4484801,0.789785166,0.99.0197261,0.95253823.3,0.922603526,0.006750114,0.003016833,0.851197267,0.998001409,SEKER
32836,669.19,218.4060038,191.7587728,1.138962252,0.478674896,33225,204.4702758,0.80291471,0.988291949,0..92142762,0.936193476,0.006651419,0.003151785,0.876458224,0.998252833,SEKER
32849,664.105,230.7223076,181.7436855,1.269492841,0.616038378,"33,245",204.5107474,0.746568182,0.988088434,0.935962647,0.886393473,0.007023724,0.002674566,0.785693388,0.997432131,SEKERX
32870,655.512,220.3581629,190.0206598,1.159653709,0.506352834,33198,204.5761077,0.781242573,0.99.0119887,0.961276389,0.928379984,0.00670393,0.003071937,0.861889394,0.999493233,seker
32885,659.728,227.0674037,184.5596932,1.230319577,0.582547095,33225,204.6227808,0.785669916,0..989766742,0.94.9462632,0.90115436,0.006904893,0.002808882,0.81207918,0.999116914,SEKER
32920,671.612,219.0931338,191.4622125,1.144315272,0.486132629,"33,376",204.7316434,0.777974713,0.986337488,0.91713400.4,0.934450294,0.00665532,0.00313021,0.873197353,0.999213067,seker
32925,656.646,225.1281702,186.4615283,1.207370616,0.560364527,33252,204.7471905,0.768683025,0.990166005,0.959562001,0.909469438,0.006837606,0.002885601,0.827134659,0.998658083,SEKER
32934,668.197,221.4087308,189.6018111,1.167756413,0.516407505,33401,204.7751722,0.776708646,0.9.86018383,0.9269265.08,0.924873972,0.006722801,0.003034312,0.855391863,0.998889334,SEKER
32947,668.231,209.6932927,200.2495993,1.047159612,0.296720861,33336,204.8155836,0.765319396,0.988330.934,0.927198033,0.97673884,0.006364564,0.003573241,0.954018762,0.999009917,seker
32951,688.26,226.6490462,185.5215755,1.221685649,0.574447868,33524,204.8280162,0.770801656,0..982907768,0.874124721,0.903723266,0.006878366,0.002830133,0.816715741,0.9977699,seker
32988,676.797,224.7517099,187.1772945,1.20074238,0.553546741,33461,204.9429826,0.766699205,0.98586414,0..905000877,0.911863953,0.006813135,0.002905675,0.831495868,0.998412327,SEKER
33006,669.769,223.5277491,188.2429412,1.187442927,0.539249994,"33,458",204.9988888,0.757018349,0.9864.90525,0.92.4597414,0.917107114,0.006772337,0.002955279,0.841085458,0.998740978,SEKER
33010,665.85,224.9712592,186.8900915,1.203762369,0.556677424,"33,374",205.0113104,0.791587732,0..989093306,0.935626643,0.911277783,0.006815246,0.002899108,0.830427198,0.999637011,SEKERV
33013,652.684,223.7818539,188.0291423,1.190144523,0.542223823,"33,289",205.020626,0.789784689,0.991708973,0.9738.42946,0.916162872,0.006778598,0.002945848,0.839354409,0.998953052,SEKER
33019,655.703,224.4502114,187.5026272,1.197051022,0.549663318,33340,205.0392561,0.764328704,0..990371926,0.965071386,0.913517768,0.006797608,0.002920141,0.834514712,0.998956688,SEKER
33051,663.071,218.9513714,192.4739417,1.137563711,0.476689675,"33,423",205.1385878,0.777926846,0.98886994,0.94465755,0.936913921,0.006624652,0.003148775,0.877807695,0.998562178,seker
33058,655.511,224.4458788,187.8781612,1.194635275,0.547087283,"33,320",205.1603102,0.799274662,0.992136855,0.96677736,0.914074748,0.006789457,0.00292376,0.835532645,0.998156772,seker
33062,667.966,222.0391436,189.7813412,1.169973519,0.51908899,"33,439",205.1727219,0.77866227,0.988725739,0.931172778,0.924038522,0.006715841,0.003020233,0.853847189,0.998978601,SEKER
33078,659.456,235.5600775,178.9312328,1.316483846,0.650391531,"33,333",205.2223615,0.787721471,0.992349923,0..955822961,0.871210282,0.007121352,0.002530662,0.759007355,0.999220922,SEKER
33078,652.214,221.3869025,190.3548121,1.163022358,0.510582618,"33,327",205.2223615,0.772417336,0.99252858,0.9771.67183,0.926985107,0.006692874,0.003048481,0.859301388,0.999386727,SEKER
33089,663.915,217.3358221,194.2070489,1.119093377,0.448903019,"33,466",205.2564817,0.774410223,0.9.88734835,0.94334064,0.944420849,0.00656822,0.003223218,0.891930741,0.998153785,SEKER
33090,653.809,228.406675,184.6885548,1.236712666,0.588365282,33352,205.2595833,0.769355964,0.9921.44399,0.972758069,0.898658427,0.006902589,0.002776965,0.807586968,0.998753033,seker
33143,648.385,222.5263095,189.7373793,1.172812181,0.522480157,"33,377",205.4238989,0.769979556,0.992989184,0.9906854,0.923144321,0.006714127,0.003007791,0.852195437,0.999465189,SEKER
33159,653.801,222.4440287,189.98042,1.170878708,0.520175444,33415,205.4734778,0.788111423,0.9923387.7,0.9748103.41,0.923708669,0.006708406,0.003012584,0.853237706,0.999037863,seker
33168,680.621,234.315548,180.5827539,1.297552191,0.637220052,33542,205.5013606,0.761240274,0.9888498,0.899742964,0.877028274,0.007064506,0.002578196,0.769178593,0.998049369,seker
33171,654.338,222.253649,190.3614532,1.167534946,0.516138043,"33,429",205.5106541,0.790237278,0.9.9228215,0.97.3563187,0.924667176,0.00670024,0.003021425,0.855009387,0.998253339,SEKER
33194,664.658,232.3085443,182.0856017,1.275820505,0.621001572,33520,205.5818899,0.773698809,0.990274463,0.9.44219534,0.88495191,0.00699851,0.002647671,0.783139883,0.99914592,SEKER
33236,660.788,210.8580025,200.9273673,1.049424005,0.303273094,33611,205.711909,0.76828479,0.9888.42938,0.956520582,0.975594507,0.006344265,0.003545182,0.951784642,0.998825651,SEKERJ
33248,660.068,230.9698347,183.4292487,1.259176693,0.607696024,"33,511",205.7490422,0.787661984,0.992151831,0.9589545.68,0.890804821,0.006946879,0.002698359,0.793533229,0.999198547,SEKER
33251,658.962,217.452163,194.9834825,1.115233763,0.442693503,33565,205.7583245,0.757943925,0.99064.5017,0.9.62263101,0.946223398,0.006539718,0.003233803,0.895338718,0.998511968,SEKER
33276,704.493,234.7881384,180.705496,1.299286096,0.6384619,33857,205.8356604,0.759656652,0.98283959,0.84253.4348,0.876686794,0.00705578,0.002571003,0.768579735,0.998604963,SEKER
33316,670.587,229.2180829,185.2793615,1.237148493,0.588756561,"33,699",205.9593374,0.782616866,0.988634678,0.9310.05952,0.898530058,0.00688012,0.002766344,0.807356266,0.998819588,SEKER
33319,668.601,225.0172378,188.8365103,1.191598158,0.543808892,33732,205.9686102,0.7960388,0.987756433,0.93662938.5,0.915345918,0.006753421,0.002924453,0.83785815,0.998390229,SEKER
33325,674.433,223.8254842,189.7357064,1.179669807,0.530484185,"33,701",205.9871545,0.798969072,0.988843061,0.920666621,0.920302508,0.006716444,0.00297195,0.846956707,0.999129255,SEKER
33330,653.776,224.3601667,189.4313875,1.184387496,0.535842011,"33,580",206.0026068,0.790184922,0.992555092,0.979912348,0.918178168,0.006731478,0.002951196,0.843051148,0.998499238,SEKER
33333,679.262,220.5312914,192.7167056,1.144328878,0.486151306,33834,206.0118777,0.772240756,0.98519241,0.9078.40655,0.934161662,0.006616005,0.003107876,0.87265801,0.998607762,SEKERL
33338,659.103,232.2637945,182.9185092,1.269766497,0.616255393,33639,206.0273281,0.776747437,0.991.052053,0.964368085,0.887040223,0.006966938,0.002660694,0.786840358,0.999103524,SEKER
33344,661.508,225.3180561,188.668526,1.194253546,0.54667768,33692,206.0458672,0.763352487,0..989671139,0.957540959,0.914466735,0.006757379,0.002914941,0.83624941,0.998693823,SEKER
33382,659.434,222.8701044,190.920249,1.167346605,0.515908654,"33,730",206.1632423,0.781688327,0..989682775,0..964671718,0.925037671,0.006676356,0.003015483,0.855694693,0.998892294,SEKER
33399,664.701,221.5599425,192.0898879,1.153418042,0.498328415,33752,206.2157306,0.761491108,0.989541361,0..949927944,0.930744648,0.00663373,0.003070858,0.866285599,0.99918944,SEKER
33421,654.804,219.5440823,194.0253903,1.131522436,0.46793088,33691,206.2836368,0.763385107,0.9.9198599,0..979504999,0.939600078,0.006569046,0.003158306,0.882848306,0.998962666,SEKERZ
33423,659.036,224.1680528,189.9810797,1.179949356,0.530804973,"33,707",206.289809,0.772982724,0.99157.445,0.967023472,0.920246246,0.006707,0.002967046,0.846853153,0.999243833,SEKER
33427,665.61,228.223182,186.6258656,1.222891486,0.575596241,"33,789",206.3021528,0.754491694,0.989286454,0.948129347,0.903949156,0.00682751,0.002812018,0.817124077,0.999254077,SEKER
33429,658.605,229.4460905,185.6980934,1.235586679,0.587351259,33713,206.3083245,0.791743641,0..99157595,0.96846337.7,0.899158159,0.006863684,0.00276746,0.808485396,0.998953785,seker
33431,666.841,219.9074077,193.6804685,1.135413444,0.473606709,"33,788",206.3144959,0.788708802,0.989434119,0.944745.09,0.938188022,0.006577949,0.003143618,0.880196765,0.999387241,SEKER
33433,657.349,225.0025125,189.5660154,1.186934863,0.538686621,33708,206.3206672,0.776807082,0.991841699,0.9722.84135,0.916970503,0.006729953,0.002935035,0.840834904,0.998016261,SEKER
33446,656.077,224.2339338,190.2565986,1.178586895,0.529237524,"33,713",206.3607759,0.767814509,0.992080206,0.976437.44,0.920292359,0.006704357,0.002966471,0.846938026,0.998190058,SEKER
33447,664.412,226.1186154,188.7406408,1.198038824,0.550708725,33791,206.3638608,0.770224525,0.989819774,0.952120901,0.912635435,0.006760505,0.002892999,0.832903437,0.997850654,seker
33459,655.414,219.1299474,194.5431002,1.12638252,0.460233577,"33,765",206.4008768,0.786308517,0.9909.37361,0.978794213,0.941910858,0.006549208,0.003179858,0.887196064,0.999322138,SEKER
33468,659.987,224.4599389,189.9543464,1.181652029,0.53274976,"33,748",206.4286344,0.792329545,0.991703212,0.9655368.69,0.91966805,0.006706703,0.002959465,0.845789323,0.999428669,SEKER
33498,657.523,227.9380769,187.3160543,1.21686354,0.569797937,"33,745",206.5211327,0.781494961,0.992680397,0.973658914,0.906040516,0.006804528,0.002828579,0.820909416,0.998934738,SEKER
33534,657.067,218.8447518,195.1928536,1.121171948,0.452185632,33793,206.6320761,0.783504673,0.992335691,0.976058644,0.944194798,0.006526056,0.003199462,0.891503816,0.99952907,SEKER
33538,658.284,227.5186814,187.9440519,1.210566012,0.563582376,33800,206.6443995,0.760516111,0.9922.48521,0.972569007,0.908252449,0.006783907,0.002847646,0.82492251,0.998623154,SEKER
33539,662.418,223.6835362,191.2006021,1.169889288,0.518987648,33915,206.6474802,0.76426488,0.988913.46,0..96049636,0.923838579,0.006669356,0.002996733,0.85347772,0.998474442,SEKER
33547,653.512,213.7540709,199.9257014,1.069167543,0.353836994,"33,832",206.6721244,0.783570411,0.991576023,0.9870892.44,0.966868717,0.006371779,0.003434872,0.934835117,0.999495365,SEKER
33560,669.259,227.9361768,187.8565921,1.213352027,0.566352488,"33,897",206.7121649,0.739858907,0.99005.8117,0.941549974,0.906886164,0.0067919,0.002833885,0.822442514,0.997912291,SEKER
33576,666.339,224.5887253,190.4630178,1.179172355,0.529912303,"33,927",206.7614349,0.761792399,0.989654258,0.950272923,0.920622505,0.006688966,0.002963911,0.847545797,0.999402573,seker
33583,657.754,221.7110512,192.9504091,1.149057171,0.492559596,"33,868",206.7829868,0.775302429,0.99.1584977,0.975444036,0.93266883,0.006601883,0.003081467,0.869871147,0.999531679,SEKERE
33584,658.848,223.7351826,191.3544824,1.169218404,0.518178984,"33,884",206.7860655,0.748056576,0.991146264,0.972236276,0.924244739,0.006661958,0.002998676,0.854228338,0.998779494,SEKER
33607,690.171,214.7652972,199.5241432,1.076387518,0.369995763,34162,206.8568621,0.770802752,0.983753879,0.886596875,0.963176382,0.006390493,0.003392637,0.927708744,0.998574112,SEKER
33620,670.224,222.7760833,192.2260318,1.158927754,0.505431801,"34,012",206.8968668,0.783244805,0.988.474656,0.9405191.06,0.928721179,0.006626296,0.003040829,0.862523029,0.999601877,SEKERV
33623,659.408,217.371862,197.0837827,1.102941394,0.421848171,"33,918",206.9060976,0.793238493,0.9913025.53,0.97171.275,0.951853178,0.006464975,0.003273607,0.906024472,0.999291894,SEKER
33631,669.076,224.8894003,190.753366,1.178953771,0.52966059,"34,009",206.9307109,0.762884493,0.988885295,0.9440.5814,0.92014435,0.006686967,0.002956874,0.846665624,0.998179631,SEKER
33639,663.03,224.6629064,190.8531005,1.177150939,0.52757456,33919,206.9553214,0.78625187,0.991745.04,0.9.61582569,0.921181537,0.006678644,0.002966531,0.848575424,0.998901357,SEKER
33717,664.363,231.6225255,185.6531262,1.247609077,0.597950376,33985,207.1951199,0.766225798,0.992.114168,0.959.948457,0.894537867,0.006869607,0.002713355,0.800197996,0.998334283,SEKER
33731,671.696,231.1720126,186.1264562,1.242015871,0.593081148,"34,073",207.2381313,0.803214668,0.9899627.27,0.9.39493017,0.896467219,0.006853399,0.002730382,0.803653475,0.998150371,seker
33736,655.729,221.390268,194.1359516,1.140387786,0.480682529,"33,988",207.2534904,0.786863834,0.9925856.18,0..985949497,0.936145442,0.006562434,0.003108981,0.876368289,0.999399693,SEKERZ
33794,665.826,218.999894,196.5777218,1.114062631,0.440779117,34127,207.4315723,0.77773175,0.99024233,0.95791.7183,0.947176588,0.006480437,0.003217421,0.897143488,0.999474035,SEKER
